Trajectories
100
,,Welding_Ethan0728:LASI,,,Welding_Ethan0728:RASI,,,Welding_Ethan0728:LPSI,,,Welding_Ethan0728:RPSI,,,Welding_Ethan0728:LTHI,,,Welding_Ethan0728:LKNE,,,Welding_Ethan0728:LTIB,,,Welding_Ethan0728:LANK,,,Welding_Ethan0728:LHEE,,,Welding_Ethan0728:LTOE,,,Welding_Ethan0728:RTHI,,,Welding_Ethan0728:RKNE,,,Welding_Ethan0728:RTIB,,,Welding_Ethan0728:RANK,,,Welding_Ethan0728:RHEE,,,Welding_Ethan0728:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
50,0,45.4802,-153.419,993.006,28.9087,88.5563,978.738,270.282,-99.4833,1001.45,225.932,119.529,986.194,87.7613,-214.427,692.248,121.111,-202.301,565.285,148.829,-222.94,445.923,229.376,-210.174,79.7865,308.223,-144.821,75.5712,59.1993,-230.618,42.3702,85.0409,163.457,828.793,132.806,168.137,556.276,179.168,189.151,272.343,250.497,188.549,76.4382,320.936,114.467,62.8026,78.3152,222.144,38.0546
51,0,45.452,-153.49,993.092,28.984,88.4729,978.782,270.302,-99.6843,1001.6,226.007,119.422,986.282,87.7072,-214.513,692.306,121.113,-202.42,565.359,148.835,-223.022,445.987,229.389,-210.216,79.8418,308.225,-144.825,75.6256,59.1766,-230.648,42.3868,85.1383,163.409,828.827,132.808,168.063,556.387,179.198,189.112,272.355,250.546,188.56,76.4914,320.891,114.44,62.7845,78.2666,222.134,38.2103
52,0,45.4904,-153.582,993.084,29.0586,88.3823,978.809,270.415,-99.8891,1001.74,226.074,119.266,986.286,87.6516,-214.597,692.295,121.05,-202.466,565.332,148.847,-223.075,446.019,229.337,-210.214,79.8833,308.246,-144.803,75.6966,59.2214,-230.663,42.4767,84.3969,163.724,829.287,132.808,167.973,556.412,179.164,189.082,272.473,250.537,188.585,76.5708,320.839,114.443,62.7877,78.3431,222.138,38.1755
53,0,45.5417,-153.698,992.95,29.1069,88.3293,978.792,270.345,-99.9478,1001.58,226.083,119.121,986.172,87.6675,-214.637,692.224,121.081,-202.487,565.255,148.821,-223.125,445.917,229.34,-210.254,79.8458,308.169,-144.823,75.6473,59.1907,-230.661,42.4218,85.2023,163.321,828.882,133.912,168.157,555.106,179.122,189.091,272.504,250.411,188.549,76.5868,320.902,114.442,62.7769,78.3408,222.135,38.1333
54,0,45.6625,-153.754,992.828,29.1251,88.2432,978.778,270.414,-100.145,1001.46,226.127,118.992,986.084,87.5921,-214.705,692.143,121.092,-202.568,565.123,148.823,-223.155,445.823,229.373,-210.286,79.7788,308.148,-144.865,75.5476,59.2032,-230.677,42.3305,84.4323,163.614,829.348,132.872,168.043,556.404,179.102,189.092,272.51,250.315,188.457,76.5312,320.974,114.431,62.6784,78.3089,222.126,38.0508
55,0,45.6777,-153.889,992.779,29.1895,88.1572,978.809,270.474,-100.225,1001.44,226.211,118.832,986.062,87.6104,-214.762,692.087,121.117,-202.592,565.005,148.801,-223.211,445.768,229.367,-210.296,79.6953,308.194,-144.848,75.5145,59.2398,-230.699,42.2879,85.243,163.156,828.969,132.892,168.003,556.459,179.133,189.076,272.523,250.294,188.439,76.5317,321.031,114.417,62.6266,78.3342,222.116,38.0392
56,0,45.6702,-154.001,992.836,29.2227,88.05,978.898,270.543,-100.441,1001.37,226.319,118.701,986.135,87.5792,-214.802,692.093,121.087,-202.641,565.005,148.766,-223.258,445.79,229.384,-210.24,79.7573,308.206,-144.874,75.5608,59.267,-230.712,42.3079,85.2913,163.043,828.984,132.927,167.919,556.431,179.171,189.039,272.567,250.381,188.476,76.559,321.014,114.441,62.6672,78.3775,222.12,38.0661
57,0,45.6489,-154.086,992.969,29.3406,87.9402,978.913,270.557,-100.583,1001.56,226.329,118.622,986.252,87.4733,-214.864,692.184,120.942,-202.779,565.196,148.69,-223.318,445.902,229.387,-210.269,79.8601,308.247,-144.872,75.6747,59.219,-230.676,42.3924,84.5723,163.305,829.405,132.916,167.876,556.455,179.196,189.033,272.605,250.465,188.531,76.578,320.975,114.442,62.7533,78.3425,222.128,38.1807
58,0,45.5924,-154.202,993.095,29.4249,87.8008,978.849,270.401,-100.681,1001.63,226.279,118.557,986.374,87.3262,-214.938,692.293,120.816,-202.861,565.347,148.596,-223.371,445.963,229.335,-210.278,79.9945,308.139,-144.834,75.747,59.2086,-230.66,42.5365,84.5441,163.213,829.423,134.011,167.809,555.17,179.152,188.964,272.672,250.465,188.579,76.6853,320.868,114.409,62.9213,78.294,222.103,38.3056
59,0,45.5028,-154.258,993.187,29.4587,87.6969,978.772,270.438,-100.787,1001.65,226.225,118.528,986.385,87.2201,-214.992,692.314,120.7,-202.915,565.451,148.498,-223.409,445.994,229.22,-210.278,80.0081,308.137,-144.803,75.7836,59.1419,-230.613,42.5635,84.5818,163.122,829.354,132.92,167.758,556.513,179.122,188.964,272.657,250.486,188.626,76.7195,320.799,114.408,63.0579,78.2213,222.111,38.2905
60,0,45.5674,-154.34,993.169,29.4936,87.594,978.713,270.601,-100.95,1001.73,226.191,118.371,986.248,87.2195,-215.041,692.32,120.727,-202.965,565.462,148.488,-223.456,445.924,229.261,-210.259,80.0478,308.086,-144.826,75.7056,59.1056,-230.622,42.4885,84.5578,163.033,829.288,132.861,167.691,556.578,179.133,188.937,272.611,250.464,188.601,76.6268,320.924,114.439,63.0647,78.2499,222.096,38.2543
61,0,45.6746,-154.453,993.025,29.4377,87.5197,978.756,270.581,-100.801,1001.48,226.346,118.243,986.041,87.2696,-215.13,692.157,120.838,-202.962,565.252,148.548,-223.506,445.762,229.398,-210.216,79.8224,308.223,-144.867,75.5518,59.1898,-230.648,42.3366,84.5849,162.996,829.227,132.999,167.558,556.334,179.211,188.905,272.441,250.497,188.536,76.5006,321.011,114.466,62.7774,78.3586,222.138,38.091
62,0,45.7817,-154.567,992.923,29.5095,87.4021,978.718,270.617,-100.878,1001.09,226.503,118.084,985.946,87.3838,-215.197,692.037,120.91,-203.011,564.973,148.629,-223.565,445.58,229.418,-210.25,79.6072,308.348,-144.904,75.4225,59.3094,-230.697,42.2243,85.4081,162.55,828.872,133.071,167.452,556.283,179.307,188.829,272.358,250.527,188.44,76.3516,321.12,114.439,62.5115,78.4431,222.087,37.9482
63,0,45.857,-154.675,992.901,29.5832,87.3126,978.733,270.963,-101.04,1001.2,226.624,118,985.913,87.4048,-215.249,692.008,120.947,-203.062,564.904,148.634,-223.621,445.499,229.504,-210.265,79.5922,308.406,-144.878,75.3943,59.3584,-230.699,42.1964,85.4614,162.438,828.839,133.064,167.391,556.286,179.36,188.792,272.355,250.627,188.49,76.3342,321.198,114.459,62.4391,78.4473,222.118,37.9813
64,0,45.8488,-154.798,992.933,29.6271,87.1905,978.682,270.715,-101.117,1000.91,226.614,117.9,985.98,87.3749,-215.304,692,120.86,-203.109,564.99,148.566,-223.645,445.538,229.491,-210.246,79.606,308.404,-144.874,75.4524,59.3234,-230.692,42.2705,85.4561,162.32,828.852,134.305,167.443,554.82,179.362,188.77,272.372,250.653,188.455,76.3648,321.101,114.433,62.5323,78.4749,222.094,38.0592
65,0,45.8092,-154.863,992.991,29.6741,87.0883,978.666,270.779,-101.375,1001.07,226.524,117.8,986.008,87.2707,-215.364,692.042,120.72,-203.234,565.007,148.464,-223.716,445.582,229.416,-210.296,79.7586,308.293,-144.895,75.4668,59.2326,-230.681,42.3517,85.42,162.23,828.858,134.579,167.426,554.421,179.292,188.769,272.405,250.561,188.493,76.4867,320.997,114.399,62.6845,78.3515,222.087,38.1525
66,0,45.7606,-154.923,993.02,29.6522,87.0208,978.664,270.718,-101.44,1001.17,226.448,117.727,985.997,87.214,-215.415,692.079,120.721,-203.294,565.231,148.346,-223.727,445.621,229.362,-210.273,79.8165,308.2,-144.865,75.5263,59.2035,-230.646,42.4115,85.3887,162.168,828.888,132.936,167.259,556.327,179.241,188.775,272.435,250.53,188.519,76.493,321.011,114.409,62.8267,78.3394,222.089,38.1544
67,0,45.7668,-154.997,993.035,29.7901,86.9065,978.563,270.806,-101.616,1001.3,226.459,117.672,985.983,87.184,-215.437,692.102,120.687,-203.319,565.294,148.284,-223.733,445.655,229.345,-210.257,79.9171,308.124,-144.869,75.5938,59.1769,-230.63,42.4534,84.6727,162.386,829.142,132.859,167.224,556.325,179.159,188.769,272.451,250.47,188.545,76.4722,320.959,114.401,62.8488,78.285,222.098,38.2314
68,0,45.8285,-155.081,993.062,29.8421,86.8353,978.599,,,,226.576,117.539,985.978,87.1969,-215.511,692.124,120.662,-203.441,565.301,148.295,-223.812,445.682,229.342,-210.291,79.8978,308.17,-144.894,75.6207,59.148,-230.652,42.4612,84.7381,162.295,829.218,132.851,167.215,556.45,179.149,188.743,272.545,250.526,188.562,76.5554,320.954,114.407,62.7721,78.329,222.063,38.2127
69,0,45.8983,-155.17,993.078,29.8957,86.7463,978.638,270.845,-101.814,1001.11,226.7,117.456,985.953,87.2046,-215.602,692.117,120.672,-203.5,565.281,148.319,-223.872,445.679,229.299,-210.314,79.8651,308.201,-144.877,75.6995,59.1953,-230.687,42.4246,84.8172,162.183,829.221,132.821,167.151,556.475,179.143,188.718,272.552,250.525,188.55,76.5897,320.994,114.413,62.77,78.3588,222.072,38.2337
70,0,45.9864,-155.268,993.022,29.9288,86.7055,978.683,270.789,-101.714,1000.81,226.781,117.338,985.851,87.199,-215.616,692.139,120.703,-203.555,565.259,148.353,-223.917,445.65,229.317,-210.33,79.845,308.22,-144.892,75.6418,59.2222,-230.684,42.3594,84.8318,162.145,829.265,132.711,167.057,556.427,179.066,188.701,272.531,250.522,188.54,76.5284,321.052,114.417,62.7433,78.3542,222.081,38.2078
71,0,46.0272,-155.355,993.025,29.9627,86.6056,978.685,270.732,-101.75,1000.6,226.848,117.219,985.777,87.2269,-215.687,692.111,120.772,-203.62,565.244,148.384,-223.969,445.629,229.361,-210.345,79.8109,308.213,-144.893,75.605,59.2133,-230.712,42.3249,84.8343,162.068,829.206,132.653,167.02,556.436,179.019,188.669,272.524,250.482,188.495,76.5405,321.03,114.403,62.6945,78.3535,222.086,38.2017
72,0,46.0477,-155.444,993.055,30.0247,86.5112,978.664,270.845,-101.924,1000.71,226.896,117.097,985.756,87.2301,-215.723,692.132,120.797,-203.633,565.177,148.431,-224.01,445.586,229.364,-210.294,79.7613,308.215,-144.882,75.5738,59.2105,-230.692,42.2978,84.8696,162.001,829.178,132.603,166.961,556.47,179.035,188.635,272.505,250.432,188.451,76.517,321.06,114.366,62.7106,78.3638,222.069,38.1998
73,0,46.0858,-155.505,993.025,30.0361,86.4403,978.642,270.848,-101.98,1000.7,226.902,117.016,985.694,87.2766,-215.768,692.076,120.837,-203.676,565.21,148.453,-224.02,445.559,229.371,-210.311,79.769,308.225,-144.868,75.501,59.183,-230.687,42.256,84.8651,161.889,829.138,132.594,166.875,556.34,179.011,188.604,272.388,250.485,188.48,76.4409,321.057,114.407,62.6685,78.3229,222.114,38.1954
74,0,46.1041,-155.58,993.047,30.1103,86.3494,978.594,271.315,-102.349,1001.17,226.96,116.911,985.663,87.3275,-215.867,692.056,120.888,-203.776,565.205,148.486,-224.062,445.511,229.4,-210.299,79.7687,308.25,-144.865,75.4366,59.2285,-230.689,42.2786,84.7704,161.883,829.164,132.588,166.82,556.366,179.014,188.592,272.316,250.524,188.488,76.3691,321.078,114.426,62.5984,78.3928,222.068,38.0777
75,0,46.18,-155.673,993.091,30.1838,86.2393,978.613,271.075,-102.339,1000.97,226.995,116.808,985.723,87.4383,-215.944,692.105,120.88,-203.849,565.194,148.507,-224.113,445.526,229.4,-210.285,79.8102,308.272,-144.871,75.5124,59.2148,-230.669,42.3605,84.9511,161.745,829.135,132.609,166.746,556.396,179.052,188.54,272.346,250.603,188.52,76.4229,321.034,114.425,62.6193,78.4053,222.057,38.1284
76,0,46.2399,-155.803,993.149,30.1984,86.1283,978.57,270.979,-102.4,1000.91,227.023,116.748,985.766,87.5153,-215.971,692.158,120.846,-203.86,565.175,148.515,-224.147,445.566,229.365,-210.233,79.7651,308.261,-144.861,75.5591,59.2079,-230.647,42.4118,85.0016,161.639,829.121,132.62,166.678,556.364,179.038,188.54,272.382,250.648,188.543,76.4849,320.998,114.406,62.6985,78.3267,222.066,38.2352
77,0,46.2806,-155.905,993.163,30.2375,86.0451,978.647,270.994,-102.479,1000.92,227.038,116.664,985.704,87.5742,-216.056,692.131,120.91,-203.944,565.207,148.535,-224.21,445.594,229.343,-210.252,79.8432,308.244,-144.859,75.5826,59.1951,-230.642,42.4608,84.9779,161.563,829.164,132.511,166.657,556.504,178.989,188.523,272.398,250.59,188.554,76.5128,320.965,114.429,62.7608,78.328,222.069,38.2409
78,0,46.3595,-156.043,993.142,30.2957,85.9416,978.616,271.165,-102.57,1001.03,227.133,116.593,985.649,87.6698,-216.173,692.106,121.005,-204.035,565.192,148.574,-224.262,445.561,229.389,-210.25,79.8231,308.256,-144.839,75.561,59.2055,-230.668,42.4059,84.9715,161.49,829.196,132.512,166.608,556.458,178.982,188.508,272.381,250.557,188.514,76.4668,320.998,114.401,62.6672,78.3201,222.059,38.2314
79,0,46.4489,-156.146,993.065,30.4117,85.8488,978.547,271.297,-102.611,1000.99,227.226,116.508,985.545,87.8406,-216.292,692.034,121.126,-204.073,565.106,148.659,-224.302,445.515,229.41,-210.286,79.7603,308.301,-144.87,75.4666,59.2336,-230.696,42.3503,85.8896,161.029,828.783,132.553,166.511,556.409,179.005,188.491,272.342,250.583,188.502,76.4355,321.065,114.409,62.5761,78.4054,222.056,38.1968
80,0,46.5883,-156.24,993.006,30.4331,85.7588,978.53,271.618,-102.766,1001.17,227.324,116.434,985.404,87.9441,-216.378,691.949,121.28,-204.153,565.099,148.747,-224.34,445.452,229.471,-210.316,79.7172,308.354,-144.939,75.3553,59.2578,-230.688,42.2665,85.2157,161.292,829.075,132.55,166.463,556.369,179.046,188.482,272.248,250.562,188.467,76.3422,321.091,114.387,62.4795,78.404,222.108,38.231
81,0,46.6732,-156.316,992.995,30.4833,85.6667,978.473,271.399,-102.728,1000.69,227.412,116.36,985.336,88.0294,-216.499,691.941,121.371,-204.18,565.048,148.814,-224.387,445.417,229.484,-210.295,79.7063,308.331,-144.891,75.361,59.2431,-230.677,42.2505,85.2787,161.201,829.015,132.607,166.415,556.307,179.091,188.461,272.239,250.573,188.428,76.3244,321.163,114.384,62.4839,78.4136,222.11,38.1806
82,0,46.7296,-156.442,993.067,30.5251,85.5704,978.509,271.342,-102.666,1000.8,227.441,116.254,985.397,88.0067,-216.584,691.969,121.336,-204.247,565.052,148.822,-224.434,445.457,229.433,-210.275,79.6649,308.357,-144.887,75.407,59.2409,-230.676,42.3148,85.3353,161.077,828.986,132.627,166.347,556.29,179.087,188.429,272.271,250.619,188.452,76.3535,321.125,114.424,62.4649,78.4559,222.087,38.1426
83,0,46.7275,-156.513,993.142,30.5987,85.4592,978.415,271.516,-102.936,1000.92,227.404,116.234,985.46,88.0018,-216.664,692.029,121.337,-204.331,565.173,148.835,-224.476,445.541,229.424,-210.309,79.7295,308.306,-144.919,75.4027,59.2066,-230.657,42.4052,85.343,161.011,829.012,132.544,166.366,556.454,179.04,188.433,272.317,250.628,188.521,76.4185,321.121,114.439,62.5797,78.3721,222.073,38.2893
84,0,46.7242,-156.578,993.262,30.6324,85.3583,978.437,271.721,-103.141,1001.36,227.37,116.163,985.549,87.9311,-216.742,692.149,121.28,-204.4,565.26,148.819,-224.527,445.604,229.386,-210.288,79.8155,308.235,-144.867,75.575,59.1716,-230.657,42.4596,85.3606,160.93,829.016,132.602,166.282,556.434,178.964,188.411,272.427,250.631,188.563,76.5106,321.077,114.435,62.7563,78.3356,222.071,38.3465
85,0,46.7819,-156.606,993.285,30.7405,85.2933,978.406,271.643,-103.11,1001.34,227.369,116.103,985.541,87.9638,-216.765,692.151,121.279,-204.423,565.298,148.803,-224.543,445.601,229.323,-210.271,79.7798,308.23,-144.863,75.5497,59.1602,-230.627,42.5156,85.3369,160.911,829.062,132.561,166.302,556.459,178.928,188.411,272.451,250.581,188.575,76.5144,320.946,114.418,62.6912,78.2704,222.074,38.3904
86,0,46.8477,-156.673,993.251,30.7052,85.2299,978.415,271.602,-103.163,1001.17,227.445,116.034,985.457,88.0178,-216.785,692.119,121.29,-204.454,565.142,148.852,-224.582,445.565,229.34,-210.289,79.7939,308.217,-144.884,75.5162,59.1546,-230.619,42.4624,85.331,160.867,829.041,132.561,166.232,556.413,178.957,188.409,272.374,250.534,188.558,76.4552,320.924,114.422,62.6037,78.2971,222.068,38.3167
87,0,46.92,-156.752,993.215,30.7328,85.1916,978.442,271.796,-103.211,1001.17,227.542,116.001,985.432,88.0883,-216.783,692.098,121.412,-204.48,565.14,148.921,-224.595,445.533,229.361,-210.294,79.7861,308.252,-144.842,75.5093,59.1743,-230.635,42.3667,85.3347,160.841,829.105,132.64,166.211,556.38,178.997,188.408,272.373,250.536,188.537,76.4276,320.963,114.432,62.5219,78.3328,222.091,38.2427
88,0,46.9718,-156.834,993.21,30.8346,85.0963,978.439,271.69,-103.165,1000.88,227.692,115.888,985.398,88.1723,-216.864,692.04,121.53,-204.51,565.075,148.993,-224.658,445.453,229.362,-210.276,79.6774,308.256,-144.911,75.4334,59.2145,-230.687,42.2998,85.4035,160.737,829.067,132.71,166.15,556.427,179.087,188.377,272.376,250.566,188.488,76.4071,321.063,114.428,62.4929,78.3977,222.061,38.1638
89,0,47.0905,-156.877,993.23,30.9048,84.9963,978.379,271.903,-103.246,1001.15,227.787,115.811,985.41,88.2005,-216.911,692.011,121.566,-204.511,565.041,149.077,-224.703,445.461,229.362,-210.278,79.6188,308.268,-144.919,75.4268,59.2286,-230.69,42.2744,86.357,160.292,828.777,132.838,166.073,556.493,179.128,188.367,272.415,250.574,188.481,76.4106,321.139,114.44,62.4621,78.4252,222.061,38.1333
90,0,47.133,-156.937,993.302,30.9348,84.9709,978.469,271.992,-103.442,1001.18,227.82,115.733,985.432,88.2239,-216.929,692.094,121.621,-204.586,565.112,149.126,-224.762,445.499,229.386,-210.298,79.6669,308.312,-144.922,75.4502,59.2609,-230.706,42.3269,86.415,160.249,828.857,132.951,166.075,556.491,179.159,188.333,272.468,250.556,188.457,76.4637,321.103,114.401,62.5158,78.4615,222.072,38.2398
91,0,47.1797,-156.988,993.398,31.018,84.9193,978.5,272.08,-103.444,1001.53,227.825,115.696,985.517,88.2363,-216.978,692.147,121.611,-204.643,565.166,149.141,-224.769,445.629,229.386,-210.315,79.7752,308.308,-144.924,75.4581,59.2337,-230.669,42.445,85.8324,160.513,829.156,133.116,166.019,556.378,179.14,188.321,272.494,250.55,188.475,76.4923,321.087,114.397,62.6501,78.4195,222.068,38.3111
92,0,47.1377,-156.973,993.517,31.0902,84.8441,978.438,272.147,-103.606,1001.56,227.851,115.653,985.57,88.2423,-217.003,692.237,121.595,-204.68,565.24,149.128,-224.807,445.645,229.35,-210.278,79.7972,308.252,-144.891,75.536,59.2136,-230.644,42.5186,85.9263,160.48,829.165,132.986,166.02,556.607,179.159,188.293,272.528,250.631,188.537,76.5218,321.014,114.407,62.673,78.3249,222.052,38.3821
93,0,47.1562,-156.991,993.513,31.143,84.7866,978.402,271.968,-103.504,1001.46,227.849,115.621,985.563,88.2437,-217.052,692.181,121.585,-204.687,565.213,149.101,-224.823,445.609,229.369,-210.283,79.8512,308.237,-144.886,75.5139,59.171,-230.632,42.4694,85.9897,160.452,829.161,133.226,165.924,556.305,179.171,188.275,272.468,250.62,188.546,76.4802,320.963,114.42,62.6617,78.3303,222.094,38.284
94,0,47.1594,-157.04,993.437,31.2097,84.7317,978.332,271.938,-103.582,1001.14,227.918,115.532,985.484,88.2927,-217.075,692.136,121.646,-204.743,565.134,149.132,-224.82,445.566,229.351,-210.267,79.7465,308.254,-144.876,75.4861,59.1669,-230.611,42.3808,86.0227,160.434,829.132,133.257,165.877,556.206,179.193,188.271,272.343,250.644,188.56,76.3723,321.018,114.439,62.5925,78.3222,222.076,38.2195
95,0,47.2593,-157.101,993.396,31.3007,84.6417,978.273,272.101,-103.647,1001.18,227.998,115.451,985.403,88.414,-217.139,692.073,121.709,-204.761,565.062,149.18,-224.861,445.555,229.39,-210.277,79.755,308.277,-144.907,75.4594,59.1884,-230.657,42.2975,86.0447,160.376,829.077,133.271,165.823,556.214,179.187,188.261,272.313,250.669,188.546,76.2904,321.086,114.437,62.5228,78.3584,222.093,38.1947
96,0,47.3956,-157.167,993.401,31.3968,84.5364,978.302,272.333,-103.806,1001.21,228.108,115.382,985.391,88.517,-217.195,692.069,121.807,-204.804,565.055,149.243,-224.914,445.58,229.389,-210.32,79.7164,308.316,-144.939,75.4243,59.2172,-230.697,42.2736,86.1122,160.279,829.079,133.205,165.783,556.429,179.244,188.215,272.357,250.655,188.488,76.3197,321.136,114.412,62.5276,78.3819,222.082,38.241
97,0,47.497,-157.182,993.414,31.4683,84.4462,978.315,272.338,-103.724,1001.21,228.183,115.339,985.379,88.5997,-217.211,692.145,121.911,-204.843,565.089,149.324,-224.957,445.611,229.396,-210.311,79.6815,308.32,-144.919,75.5501,59.1983,-230.706,42.2584,86.0711,160.237,829.171,133.302,165.793,556.315,179.212,188.242,272.42,250.547,188.459,76.3512,321.035,114.415,62.3789,78.4268,222.066,38.1941
98,0,47.607,-157.257,993.462,31.5057,84.3767,978.364,272.33,-103.699,1001.18,228.258,115.324,985.394,88.6745,-217.269,692.227,122.051,-204.864,565.177,149.427,-224.984,445.661,229.403,-210.295,79.7028,308.311,-144.914,75.577,59.2666,-230.689,42.2788,86.0704,160.177,829.182,133.298,165.782,556.377,179.218,188.24,272.486,250.573,188.464,76.421,320.252,114.646,61.64,78.484,222.079,38.1893
99,0,47.6847,-157.299,993.562,31.4714,84.316,978.481,272.377,-103.726,1001.16,228.324,115.291,985.459,88.7821,-217.342,692.289,122.059,-204.937,565.128,149.503,-225.023,445.714,229.431,-210.293,79.6642,308.328,-144.961,75.5651,59.2491,-230.678,42.284,86.1003,160.105,829.247,133.356,165.722,556.374,179.274,188.2,272.529,250.661,188.477,76.436,321.155,114.448,62.4162,78.4546,222.057,38.242
100,0,47.6712,-157.305,993.666,31.5071,84.2485,978.409,272.354,-103.663,1001.3,228.212,115.281,985.438,88.8254,-217.352,692.348,122.151,-204.981,565.262,149.509,-225.03,445.743,229.403,-210.295,79.7797,308.263,-144.934,75.5831,59.2386,-230.661,42.3122,86.0616,160.045,829.193,134.308,165.925,555.247,179.264,188.193,272.445,250.697,188.539,76.3946,321.132,114.414,62.5044,78.4098,222.106,38.2798
101,0,47.6234,-157.317,993.74,31.5102,84.1848,978.386,272.316,-103.677,1001.42,228.104,115.289,985.512,88.8502,-217.41,692.408,122.168,-205.093,565.354,149.511,-225.056,445.768,229.366,-210.32,79.843,308.21,-144.964,75.5937,59.2039,-230.623,42.3624,86.0031,160.044,829.201,133.33,165.755,556.333,179.232,188.155,272.404,250.654,188.551,76.3715,321.12,114.398,62.6687,78.3806,222.098,38.2312
102,0,47.6101,-157.325,993.806,31.5414,84.1234,978.362,272.235,-103.74,1001.56,228.035,115.276,985.675,88.8231,-217.452,692.485,122.143,-205.163,565.423,149.487,-225.083,445.826,229.282,-210.308,80.0281,308.131,-144.885,75.7107,59.1024,-230.618,42.4202,86.0626,159.949,829.252,133.295,165.737,556.455,179.186,188.165,272.45,250.572,188.58,76.4644,320.951,114.381,62.7424,78.282,222.053,38.3305
103,0,47.6544,-157.357,993.863,31.5459,84.0446,978.399,272.183,-103.79,1001.52,228.071,115.204,985.812,88.8811,-217.514,692.496,122.142,-205.16,565.413,149.483,-225.095,445.849,229.246,-210.337,79.9589,308.123,-144.882,75.7446,59.0959,-230.635,42.4879,85.9935,159.93,829.324,133.336,165.737,556.505,179.153,188.149,272.568,250.553,188.617,76.5637,320.895,114.422,62.7197,78.3061,222.031,38.351
104,0,47.7853,-157.407,993.797,31.6592,83.9458,978.375,272.273,-103.916,1001.43,228.21,115.096,985.843,89.0303,-217.573,692.44,122.289,-205.191,565.267,149.626,-225.151,445.776,229.31,-210.344,79.888,308.187,-144.912,75.698,59.141,-230.691,42.4397,86.0775,159.864,829.362,133.396,165.697,556.566,179.198,188.136,272.655,250.541,188.546,76.5458,320.975,114.438,62.607,78.3137,222.042,38.3755
105,0,47.9407,-157.51,993.682,31.6841,83.9089,978.46,272.536,-103.962,1001.44,228.444,115.013,985.789,89.1938,-217.658,692.32,122.409,-205.215,565.104,149.727,-225.183,445.696,229.343,-210.343,79.7666,308.253,-144.933,75.6555,59.1958,-230.702,42.3906,86.1037,159.82,829.336,133.479,165.642,556.573,179.274,188.122,272.683,250.507,188.462,76.5579,320.981,114.415,62.4241,78.4233,222.051,38.3072
106,0,48.0889,-157.517,993.62,31.8574,83.8134,978.365,272.478,-103.813,1001.18,228.591,114.951,985.701,89.3118,-217.716,692.251,122.504,-205.267,564.957,149.808,-225.236,445.617,229.406,-210.316,79.73,308.29,-144.997,75.5284,59.2916,-230.729,42.2899,87.1736,159.35,828.983,133.537,165.648,556.546,179.366,188.104,272.605,250.495,188.425,76.4757,321.051,114.396,62.3298,78.459,222.059,38.2446
107,0,48.1322,-157.527,993.603,31.9006,83.8251,978.355,272.788,-104.086,1001.27,228.636,114.945,985.576,89.3835,-217.703,692.245,122.583,-205.285,565.045,149.827,-225.242,445.594,229.391,-210.285,79.71,308.277,-144.951,75.4772,59.2635,-230.69,42.1798,86.5412,159.62,829.137,133.626,165.599,556.387,179.388,188.11,272.444,250.527,188.437,76.3246,321.116,114.396,62.3471,78.503,222.068,38.1308
108,0,48.109,-157.554,993.647,32.013,83.8019,978.277,272.909,-104.184,1001.39,228.672,114.938,985.474,89.3577,-217.705,692.322,122.635,-205.336,565.172,149.792,-225.251,445.596,229.428,-210.307,79.7847,308.259,-144.9,75.4943,59.192,-230.672,42.155,86.6132,159.632,829.114,133.585,165.603,556.361,179.37,188.116,272.345,250.594,188.516,76.2346,321.152,114.411,62.4194,78.4111,222.104,38.2008
109,0,48.0781,-157.577,993.785,32.0683,83.7972,978.339,272.959,-104.252,1001.49,228.742,114.898,985.538,89.3197,-217.713,692.411,122.542,-205.374,565.233,149.796,-225.313,445.681,229.364,-210.274,79.8486,308.227,-144.902,75.5619,59.1438,-230.626,42.2923,86.7181,159.594,829.133,133.586,165.568,556.392,179.358,188.098,272.386,250.558,188.572,76.2959,321.05,114.425,62.5097,78.3016,222.151,38.3411
110,0,48.1042,-157.613,993.87,32.166,83.7476,978.36,273.059,-104.412,1001.6,228.859,114.805,985.619,89.3312,-217.74,692.526,122.573,-205.408,565.364,149.807,-225.328,445.743,229.277,-210.274,79.8101,308.186,-144.877,75.6582,59.1329,-230.618,42.3565,87.5928,159.232,828.851,133.665,165.502,556.41,179.395,188.063,272.439,250.661,188.6,76.4013,320.995,114.465,62.5289,78.357,222.061,38.2947
