Trajectories
100
,,Welding_Ethan0728:LASI,,,Welding_Ethan0728:RASI,,,Welding_Ethan0728:LPSI,,,Welding_Ethan0728:RPSI,,,Welding_Ethan0728:LTHI,,,Welding_Ethan0728:LKNE,,,Welding_Ethan0728:LTIB,,,Welding_Ethan0728:LANK,,,Welding_Ethan0728:LHEE,,,Welding_Ethan0728:LTOE,,,Welding_Ethan0728:RTHI,,,Welding_Ethan0728:RKNE,,,Welding_Ethan0728:RTIB,,,Welding_Ethan0728:RANK,,,Welding_Ethan0728:RHEE,,,Welding_Ethan0728:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
49,0,187.204,-115.402,995.163,164.597,125.72,981.506,404.331,-47.8443,996.426,357.968,165.526,1001.94,220.01,-170.352,697.276,243.343,-156.799,576.649,269.196,-180.174,447.129,340.194,-164.473,81.4503,413.232,-92.4949,74.4245,170.789,-197.077,45.5834,212.234,208.88,833.04,240.581,216.51,561.044,272.95,240.73,276.14,334.292,238.901,77.7192,397.261,165.447,82.937,161.223,274.87,45.4405
50,0,187.453,-115.473,995.152,164.782,125.611,981.413,404.461,-47.8605,996.279,358.094,165.551,1001.92,220.218,-170.426,697.212,243.505,-156.82,576.607,269.285,-180.199,447.132,340.187,-164.455,81.3433,413.219,-92.4717,74.428,170.782,-197.035,45.5722,212.309,208.811,833.032,240.669,216.496,561.019,273.04,240.724,276.13,334.286,238.896,77.7052,397.365,165.51,82.9406,161.243,274.853,45.3791
51,0,187.689,-115.546,995.083,164.825,125.56,981.439,404.464,-47.8761,996.125,358.117,165.525,1001.91,220.395,-170.514,697.201,243.566,-156.817,576.593,269.359,-180.219,447.088,340.17,-164.49,81.3451,413.172,-92.4638,74.3547,170.744,-197.034,45.5134,212.416,208.751,832.982,240.125,216.286,561.74,273.073,240.731,276.149,334.256,238.901,77.6935,397.285,165.499,82.9807,161.226,274.839,45.3249
52,0,187.888,-115.602,995.065,164.909,125.503,981.441,404.584,-47.9342,996.246,358.12,165.559,1001.92,220.497,-170.561,697.265,243.619,-156.914,576.594,269.406,-180.252,447.111,340.133,-164.508,81.43,413.144,-92.468,74.3649,170.684,-197.047,45.538,212.535,208.696,832.904,240.141,216.271,561.807,273.033,240.744,276.264,334.167,238.901,77.7212,397.144,165.424,82.9732,161.102,274.866,45.3903
53,0,188.08,-115.64,995.08,165.006,125.413,981.378,404.242,-47.9882,995.839,358.137,165.597,1002.02,220.617,-170.622,697.305,243.682,-157.005,576.704,269.407,-180.262,447.171,340.067,-164.536,81.4743,413.047,-92.473,74.3981,170.58,-197.023,45.5988,212.621,208.655,832.898,240.114,216.285,561.927,272.928,240.747,276.362,334.023,238.925,77.7572,396.717,165.245,83.1597,161.054,274.891,45.4226
54,0,188.332,-115.732,995.049,165.143,125.361,981.418,404.047,-48.1943,995.608,358.21,165.628,1002.1,220.785,-170.675,697.415,243.794,-157.038,576.814,269.526,-180.291,447.223,339.986,-164.566,81.5301,413.029,-92.4828,74.4224,170.57,-197.038,45.6295,211.359,209.176,834.104,240.186,216.24,561.977,272.891,240.75,276.454,333.954,238.916,77.8649,396.455,165.077,83.2917,161.002,274.915,45.5413
55,0,188.644,-115.839,995.042,165.405,125.241,981.4,409.045,-48.9221,1001.61,358.346,165.603,1002.24,221.038,-170.751,697.504,244.009,-157.048,576.811,269.701,-180.342,447.313,340.02,-164.562,81.5161,413.1,-92.4778,74.5548,170.586,-197.036,45.7567,211.385,209.214,834.375,240.315,216.181,562.104,272.949,240.697,276.641,334.028,238.904,77.9364,396.267,165.037,83.3261,161.102,274.911,45.5315
56,0,188.918,-115.945,994.992,165.575,125.16,981.419,409.715,-49.0066,1002.19,358.507,165.588,1002.33,221.315,-170.833,697.524,244.265,-157.08,576.829,269.878,-180.351,447.28,340.025,-164.554,81.5086,413.163,-92.5335,74.4851,170.639,-197.076,45.6974,211.771,209.151,834.296,240.473,216.182,562.09,273.075,240.711,276.663,334.083,238.911,78.0019,396.687,165.292,83.2416,161.129,274.89,45.5142
57,0,189.124,-116.024,994.862,165.726,125.038,981.304,409.737,-48.8345,1001.92,358.629,165.615,1002.34,221.595,-170.874,697.425,244.522,-157.089,576.839,270.051,-180.368,447.19,340.044,-164.553,81.4637,413.111,-92.5058,74.3466,170.619,-197.057,45.6697,212.059,209.062,834.091,240.568,216.184,562.097,273.123,240.702,276.602,334.097,238.907,77.8715,396.353,165.073,83.154,161.129,274.886,45.4789
58,0,189.355,-116.089,994.826,165.765,125.008,981.376,405.252,-47.7631,995.953,358.791,165.684,1002.43,221.895,-170.929,697.389,244.722,-157.084,576.801,270.228,-180.383,447.119,340.138,-164.525,81.4489,413.111,-92.4861,74.362,170.624,-197.035,45.6053,213.478,208.573,833.113,240.727,216.186,562.031,273.179,240.717,276.541,334.081,238.927,77.8475,396.631,165.218,83.1033,161.106,274.903,45.4555
59,0,189.645,-116.191,994.775,165.893,124.901,981.422,406.364,-47.4945,996.88,358.955,165.627,1002.52,222.333,-170.953,697.398,245.083,-157.126,576.837,270.459,-180.416,447.139,340.192,-164.525,81.4362,413.148,-92.4782,74.3379,170.72,-197.069,45.6146,213.692,208.504,833.108,240.955,216.155,561.989,273.361,240.707,276.477,334.149,238.892,77.7957,396.759,165.372,82.8984,161.124,274.875,45.3999
60,0,189.907,-116.282,994.764,166.1,124.787,981.372,406.467,-47.4337,996.638,359.119,165.668,1002.65,222.634,-171.056,697.346,245.405,-157.265,576.954,270.715,-180.476,447.113,340.235,-164.508,81.365,413.209,-92.4891,74.2672,170.751,-197.061,45.596,212.254,209.139,834.542,241.931,216.392,561.163,273.519,240.728,276.359,334.228,238.914,77.7292,397.018,165.537,82.7111,161.215,274.871,45.3623
61,0,190.196,-116.348,994.769,166.236,124.708,981.355,407.25,-47.2752,997.277,359.264,165.678,1002.76,222.99,-171.088,697.338,245.723,-157.302,577,270.927,-180.492,447.114,340.235,-164.518,81.4017,413.287,-92.4767,74.2922,170.781,-197.038,45.5876,214.131,208.42,833.096,241.539,216.195,561.824,273.668,240.687,276.282,334.294,238.917,77.6972,397.006,165.553,82.608,161.257,274.857,45.3132
62,0,190.494,-116.423,994.734,166.435,124.568,981.302,407.429,-47.2166,997.257,359.367,165.699,1002.9,223.251,-171.14,697.328,245.936,-157.271,576.992,271.068,-180.497,447.138,340.234,-164.523,81.3228,413.253,-92.4849,74.2783,170.763,-197.039,45.6128,214.243,208.411,833.154,241.78,216.142,561.906,273.802,240.681,276.372,334.283,238.918,77.727,396.995,165.623,82.5397,161.224,274.859,45.3173
63,0,190.783,-116.497,994.718,166.534,124.448,981.276,407.213,-47.2856,996.883,359.463,165.726,1003.01,223.46,-171.157,697.368,246.062,-157.298,576.989,271.241,-180.527,447.18,340.222,-164.513,81.3574,413.225,-92.4543,74.2616,170.753,-197.041,45.5978,214.376,208.351,833.207,242.044,216.077,562.008,273.936,240.686,276.406,334.248,238.891,77.7225,397.09,165.57,82.6815,161.189,274.872,45.3819
64,0,191.122,-116.608,994.639,166.618,124.337,981.356,406.928,-47.3467,996.342,359.385,165.667,1003.1,223.676,-171.194,697.412,246.316,-157.321,577.064,271.418,-180.548,447.189,340.205,-164.51,81.2992,413.208,-92.4946,74.271,170.765,-197.06,45.5753,214.481,208.269,833.196,242.253,216.05,562.159,274.021,240.684,276.558,334.173,238.853,77.7589,396.626,165.321,82.7595,161.192,274.856,45.3805
65,0,191.421,-116.735,994.58,166.73,124.208,981.403,407.701,-47.1532,997.031,359.484,165.7,1003.17,223.907,-171.229,697.445,246.546,-157.279,577.025,271.596,-180.598,447.195,340.208,-164.563,81.3934,413.205,-92.5677,74.2342,170.722,-197.073,45.5975,214.611,208.204,833.211,242.469,215.98,562.288,274.117,240.643,276.696,334.068,238.835,77.8048,396.267,165.086,83.0179,161.185,274.893,45.4041
66,0,191.738,-116.876,994.61,166.924,124.084,981.354,412.534,-48.4528,1003.17,359.572,165.766,1003.32,224.06,-171.258,697.503,246.673,-157.365,577.085,271.746,-180.633,447.27,340.089,-164.611,81.3436,413.218,-92.5593,74.2563,170.685,-197.097,45.6366,213.293,208.724,834.415,242.604,215.962,562.411,274.159,240.647,276.789,334.009,238.857,77.8606,396.206,165.044,83.0387,161.157,274.899,45.4901
67,0,191.949,-116.961,994.648,167.164,123.927,981.242,408.062,-47.2775,997.331,359.602,165.776,1003.46,224.249,-171.238,697.584,246.804,-157.387,577.212,271.865,-180.634,447.37,340.055,-164.615,81.384,413.182,-92.5621,74.3091,170.632,-197.076,45.7485,213.45,208.66,834.381,242.778,215.908,562.422,274.178,240.655,276.873,333.993,238.911,77.8978,396.195,165.006,83.169,161.109,274.893,45.4821
68,0,192.115,-117.037,994.707,167.226,123.866,981.339,408.514,-47.1423,997.729,359.76,165.824,1003.49,224.484,-171.272,697.582,246.894,-157.502,577.241,271.992,-180.649,447.405,340.098,-164.619,81.4792,413.066,-92.4839,74.3289,170.573,-197.036,45.7735,213.441,208.654,834.578,242.869,215.911,562.53,274.276,240.658,276.875,334.039,238.957,77.8915,396.28,165.118,83.0707,161.11,274.901,45.5566
69,0,192.322,-117.122,994.749,167.371,123.755,981.397,408.656,-47.1767,997.621,359.9,165.764,1003.58,224.704,-171.316,697.586,247.104,-157.472,577.248,272.145,-180.671,447.431,340.089,-164.586,81.4623,413.095,-92.4698,74.3711,170.625,-197.053,45.7606,213.847,208.453,834.405,243.054,215.807,562.497,274.394,240.642,276.867,334.109,238.939,77.8838,396.371,165.158,83.0781,161.126,274.878,45.5489
70,0,192.584,-117.209,994.723,167.569,123.667,981.434,408.813,-47.1833,997.386,360.047,165.647,1003.58,224.875,-171.413,697.531,247.33,-157.513,577.233,272.317,-180.715,447.398,340.125,-164.58,81.3878,413.185,-92.5392,74.2928,170.693,-197.071,45.7175,213.818,208.479,834.681,243.214,215.72,562.514,274.52,240.621,276.87,334.154,238.887,77.8792,396.538,165.199,83.0001,161.128,274.906,45.5104
71,0,192.859,-117.27,994.73,167.846,123.593,981.388,408.911,-47.2357,997.053,360.363,165.579,1003.56,225.114,-171.481,697.539,247.542,-157.558,577.141,272.513,-180.768,447.362,340.204,-164.57,81.3737,413.27,-92.5634,74.2579,170.758,-197.067,45.6642,215.525,207.829,833.508,243.407,215.689,562.463,274.668,240.635,276.724,334.268,238.879,77.8194,396.914,165.299,82.9335,161.223,274.865,45.4133
72,0,193.1,-117.3,994.738,168.065,123.592,981.446,414.659,-48.7862,1004.13,360.656,165.545,1003.45,225.316,-171.552,697.574,247.693,-157.601,577.081,272.636,-180.815,447.349,340.275,-164.589,81.2769,413.294,-92.5319,74.2265,170.817,-197.067,45.6066,215.727,207.774,833.443,243.555,215.649,562.439,274.708,240.628,276.679,334.294,238.862,77.7511,396.917,165.411,82.8315,161.299,274.849,45.3302
73,0,193.302,-117.32,994.756,168.354,123.534,981.305,414.819,-48.8324,1004.07,360.974,165.545,1003.36,225.453,-171.567,697.643,247.756,-157.705,577.192,272.703,-180.859,447.337,340.272,-164.563,81.3323,413.294,-92.559,74.2128,170.783,-197.077,45.5464,215.879,207.782,833.472,243.57,215.631,562.487,274.685,240.632,276.688,334.216,238.863,77.7584,396.741,165.302,82.8888,161.287,274.848,45.323
74,0,193.454,-117.353,994.754,168.487,123.546,981.371,414.133,-48.6266,1002.82,361.156,165.514,1003.3,225.527,-171.615,697.696,247.789,-157.732,577.204,272.711,-180.896,447.353,340.18,-164.569,81.3124,413.229,-92.5485,74.2416,170.717,-197.055,45.5876,216.045,207.777,833.47,243.558,215.589,562.492,274.607,240.615,276.742,334.148,238.885,77.7611,396.662,165.281,82.9248,161.222,274.897,45.3258
75,0,193.616,-117.378,994.774,168.693,123.559,981.372,414.267,-48.7326,1002.76,361.42,165.501,1003.24,225.605,-171.662,697.739,247.819,-157.793,577.206,272.772,-180.932,447.358,340.134,-164.58,81.3359,413.167,-92.4945,74.2781,170.656,-197.065,45.5949,216.261,207.728,833.436,243.628,215.557,562.524,274.602,240.605,276.769,334.092,238.889,77.7461,396.663,165.269,82.956,161.182,274.923,45.4072
76,0,193.807,-117.419,994.76,168.988,123.517,981.309,415.312,-49.0703,1004.02,361.647,165.479,1003.19,225.693,-171.708,697.727,247.911,-157.824,577.247,272.819,-180.989,447.353,340.087,-164.606,81.3396,413.136,-92.5013,74.2591,170.629,-197.066,45.5685,215.339,208.127,834.277,243.721,215.519,562.607,274.623,240.605,276.764,334.084,238.912,77.7721,396.251,165.145,82.9033,161.159,274.906,45.3322
77,0,193.986,-117.473,994.827,169.215,123.515,981.336,414.465,-48.78,1002.5,361.881,165.368,1003.16,225.849,-171.72,697.746,248.004,-157.872,577.248,272.943,-181.015,447.388,340.099,-164.625,81.4119,413.138,-92.5685,74.241,170.595,-197.047,45.6635,215.337,208.193,834.515,243.914,215.515,562.576,274.669,240.606,276.829,334.063,238.903,77.8434,396.212,165.094,82.8695,161.133,274.931,45.3875
78,0,194.197,-117.511,994.93,169.454,123.493,981.394,415.668,-49.2317,1003.94,362.12,165.266,1003.19,225.948,-171.776,697.846,248.125,-157.966,577.316,273.029,-181.07,447.421,340.067,-164.589,81.423,413.165,-92.5648,74.3107,170.591,-197.033,45.7557,215.735,208.077,834.392,244.043,215.448,562.701,274.743,240.601,276.845,334.097,238.917,77.8799,396.464,165.192,83.0044,161.125,274.903,45.4981
79,0,194.411,-117.537,995.022,169.721,123.468,981.478,415.884,-49.3439,1003.87,362.347,165.139,1003.09,226.087,-171.827,697.877,248.273,-157.984,577.389,273.17,-181.144,447.409,340.173,-164.62,81.5304,413.131,-92.5746,74.2682,170.644,-197.059,45.7543,215.843,208.056,834.54,244.516,215.444,562.331,274.84,240.588,276.875,334.108,238.897,77.9122,396.79,165.393,82.9363,161.144,274.895,45.5069
80,0,194.686,-117.599,995.04,169.904,123.444,981.561,416.219,-49.4102,1003.75,362.637,165.037,1003,226.305,-171.883,697.881,248.45,-158.117,577.33,273.372,-181.232,447.377,340.202,-164.625,81.4099,413.237,-92.636,74.2224,170.697,-197.036,45.716,215.81,208.129,834.775,244.398,215.483,562.609,274.971,240.547,276.834,334.2,238.889,77.867,396.934,165.46,82.8279,161.242,274.889,45.4826
81,0,194.977,-117.63,995.037,170.266,123.345,981.376,416.485,-49.4488,1003.57,362.805,164.873,1002.86,226.522,-171.945,697.843,248.676,-158.141,577.333,273.512,-181.292,447.324,340.286,-164.619,81.4086,413.297,-92.6162,74.2097,170.764,-197.074,45.6405,216.032,208.079,834.77,244.52,215.39,562.572,275.089,240.504,276.735,334.248,238.866,77.7674,397.234,165.557,82.8296,161.245,274.885,45.4346
82,0,195.216,-117.67,994.972,170.384,123.38,981.428,416.796,-49.4695,1003.51,363.069,164.861,1002.72,226.71,-172.027,697.781,248.76,-158.183,577.257,273.647,-181.356,447.285,340.255,-164.576,81.2357,413.307,-92.5732,74.1364,170.764,-197.04,45.543,215.845,208.178,834.976,244.703,215.341,562.38,275.161,240.497,276.617,334.203,238.856,77.695,397.445,165.677,82.6682,161.278,274.872,45.3337
83,0,195.484,-117.696,995.011,170.702,123.327,981.346,415.949,-49.1345,1001.94,363.311,164.874,1002.67,226.806,-172.133,697.804,248.902,-158.279,577.306,273.722,-181.413,447.329,340.208,-164.6,81.1694,413.296,-92.613,74.1357,170.755,-197.061,45.5227,215.829,208.212,835.124,244.781,215.297,562.488,275.189,240.487,276.629,334.237,238.888,77.645,397.271,165.646,82.6153,161.197,274.912,45.3655
84,0,195.726,-117.764,995.111,170.946,123.27,981.399,416.096,-49.1092,1001.88,363.551,164.837,1002.7,226.987,-172.234,697.914,248.991,-158.365,577.378,273.795,-181.492,447.387,340.157,-164.617,81.2126,413.267,-92.6182,74.1991,170.704,-197.069,45.5717,218.137,207.324,833.424,245.745,215.55,561.501,275.189,240.441,276.728,334.223,238.908,77.7507,397.048,165.626,82.5392,161.203,274.879,45.4083
85,0,196.004,-117.822,995.181,171.093,123.24,981.466,416.523,-49.1817,1002.11,363.86,164.854,1002.61,227.199,-172.36,697.987,249.093,-158.459,577.48,273.888,-181.557,447.457,340.122,-164.617,81.3268,413.222,-92.6331,74.21,170.635,-197.064,45.6758,216.821,207.817,834.656,245.777,215.512,561.55,275.171,240.425,276.801,334.132,238.896,77.8005,396.91,165.557,82.6768,161.194,274.884,45.4598
86,0,196.299,-117.876,995.259,171.409,123.191,981.443,417.73,-49.5348,1003.51,364.104,164.886,1002.6,227.398,-172.446,698.017,249.253,-158.529,577.569,274.01,-181.608,447.523,340.133,-164.682,81.3777,413.182,-92.6146,74.2683,170.629,-197.07,45.7364,216.878,207.798,834.792,245.008,215.312,562.525,275.195,240.438,276.923,334.095,238.903,77.8565,396.286,165.058,82.9814,161.16,274.91,45.5748
87,0,196.614,-117.901,995.248,171.737,123.121,981.368,418.037,-49.5117,1003.42,364.423,164.979,1002.57,227.627,-172.522,698.086,249.422,-158.638,577.571,274.147,-181.671,447.496,340.145,-164.712,81.3426,413.288,-92.6741,74.1912,170.648,-197.087,45.718,217.131,207.74,834.737,245.969,215.46,561.502,275.264,240.416,276.941,334.102,238.916,77.8616,396.233,165.027,82.9858,161.191,274.935,45.6367
88,0,197.04,-117.922,995.273,171.96,123.091,981.357,418.347,-49.5039,1003.3,364.615,165.013,1002.46,227.934,-172.531,698.146,249.647,-158.665,577.595,274.294,-181.68,447.466,340.215,-164.695,81.4797,413.211,-92.6381,74.1377,170.65,-197.03,45.7841,217.227,207.739,834.849,246.052,215.429,561.47,275.357,240.38,276.95,334.116,238.912,77.8307,396.267,164.989,82.9755,161.227,274.921,45.5733
89,0,197.403,-117.912,995.271,172.256,123.029,981.307,418.656,-49.4445,1003.17,364.811,164.985,1002.38,228.145,-172.569,698.155,249.791,-158.668,577.532,274.424,-181.717,447.445,340.244,-164.724,81.3313,413.209,-92.6294,74.0758,170.692,-197.06,45.7069,217.386,207.704,834.821,246.105,215.424,561.484,275.447,240.335,276.953,334.143,238.911,77.783,396.371,164.987,83.0475,161.241,274.914,45.601
90,0,197.741,-117.977,995.321,172.44,122.968,981.357,418.261,-49.0757,1001.95,365.171,165.061,1002.29,228.423,-172.634,698.101,250.01,-158.659,577.454,274.585,-181.756,447.455,340.277,-164.65,81.3038,413.257,-92.6202,74.116,170.689,-197.066,45.7366,217.591,207.619,834.702,246.088,215.395,561.555,275.553,240.261,276.946,334.162,238.857,77.7834,396.352,165.063,82.8415,161.217,274.896,45.6242
91,0,198.092,-118.04,995.32,172.684,122.936,981.398,418.556,-49.0612,1001.75,365.425,164.998,1002.16,228.728,-172.624,698.134,250.183,-158.704,577.468,274.786,-181.796,447.395,340.277,-164.618,81.2073,413.342,-92.6448,74.0998,170.732,-197.093,45.7024,219.328,207.046,833.484,246.123,215.393,561.531,275.678,240.23,276.861,334.258,238.87,77.7209,396.46,165.023,82.7409,161.272,274.888,45.6768
92,0,198.451,-118.052,995.322,173.049,122.891,981.268,418.873,-49.0204,1001.47,365.524,164.993,1002.03,229.095,-172.613,698.098,250.463,-158.639,577.426,274.963,-181.809,447.341,340.306,-164.639,81.025,413.383,-92.6682,74.0134,170.768,-197.079,45.6768,219.51,207.059,833.418,245.47,215.198,562.301,275.781,240.189,276.758,334.303,238.872,77.6402,396.549,165.095,82.5913,161.359,274.843,45.6306
93,0,198.753,-118.038,995.339,173.306,122.895,981.254,420.163,-49.1602,1002.8,365.789,165.086,1001.87,229.392,-172.59,698.116,250.606,-158.652,577.452,275.127,-181.806,447.308,340.394,-164.671,81.066,413.427,-92.6944,73.9141,170.792,-197.073,45.5857,219.675,207.086,833.371,245.561,215.162,562.212,275.838,240.17,276.629,334.363,238.884,77.5674,396.755,165.166,82.466,161.335,274.853,45.6542
94,0,199.075,-118.024,995.432,173.558,122.929,981.307,420.503,-49.0728,1002.75,366.045,165.142,1001.8,229.582,-172.543,698.213,250.777,-158.693,577.543,275.249,-181.8,447.357,340.349,-164.677,81.1437,413.416,-92.6866,73.9258,170.802,-197.072,45.6513,219.872,207.068,833.279,245.586,215.163,562.183,275.86,240.139,276.607,334.435,238.905,77.5755,396.772,165.252,82.3546,161.333,274.834,45.708
95,0,199.39,-118.011,995.492,173.826,122.945,981.325,420.787,-48.9993,1002.78,366.267,165.171,1001.78,229.732,-172.552,698.267,250.919,-158.638,577.659,275.336,-181.806,447.416,340.365,-164.672,81.2238,413.403,-92.6775,73.982,170.822,-197.072,45.7188,220.073,207.107,833.238,245.575,215.18,562.257,275.805,240.13,276.683,334.378,238.909,77.5939,396.882,165.21,82.5391,161.337,274.811,45.7892
96,0,199.727,-118.022,995.477,174.04,122.996,981.416,420.301,-48.8319,1001.31,366.544,165.235,1001.77,229.931,-172.524,698.298,251.06,-158.638,577.647,275.464,-181.799,447.437,340.372,-164.714,81.2052,413.369,-92.6974,73.9686,170.77,-197.071,45.7668,220.177,207.144,833.345,245.574,215.208,562.329,275.744,240.128,276.8,334.284,238.875,77.7038,396.485,165.051,82.7129,161.337,274.798,45.8214
97,0,200.058,-117.928,995.466,174.314,123.038,981.386,421.294,-48.8315,1002.65,366.935,165.328,1001.73,230.155,-172.502,698.276,251.183,-158.624,577.586,275.57,-181.773,447.426,340.323,-164.719,81.1706,413.369,-92.7333,73.9755,170.733,-197.094,45.8023,220.385,207.188,833.339,245.576,215.26,562.381,275.703,240.149,276.906,334.207,238.854,77.7678,396.409,164.963,82.7082,161.289,274.82,45.8649
98,0,200.318,-117.84,995.445,174.592,123.149,981.381,421.516,-48.769,1002.59,367.095,165.44,1001.65,230.319,-172.452,698.275,251.342,-158.607,577.705,275.629,-181.735,447.428,340.315,-164.743,81.2111,413.345,-92.6661,73.9729,170.719,-197.057,45.8498,220.604,207.286,833.259,245.577,215.352,562.401,275.688,240.173,276.942,334.149,238.883,77.7617,396.347,164.97,82.8776,161.256,274.844,45.8296
99,0,200.585,-117.8,995.454,174.8,123.253,981.381,421.712,-48.653,1002.47,367.292,165.55,1001.63,230.509,-172.333,698.327,251.431,-158.595,577.78,275.683,-181.71,447.412,340.325,-164.769,81.259,413.362,-92.721,73.8846,170.682,-197.041,45.8935,220.749,207.311,833.212,246.586,215.569,561.285,275.708,240.195,276.969,334.11,238.906,77.7251,396.274,164.956,82.732,161.248,274.914,45.8853
100,0,200.841,-117.742,995.47,175.094,123.309,981.296,421.917,-48.5524,1002.34,367.519,165.661,1001.61,230.706,-172.287,698.347,251.485,-158.546,577.708,275.696,-181.674,447.342,340.302,-164.761,81.313,413.315,-92.6294,73.9612,170.631,-197.034,45.9749,220.895,207.395,833.255,245.75,215.514,562.371,275.787,240.213,276.955,334.123,238.919,77.7359,396.25,164.99,82.5896,161.238,274.92,45.9219
101,0,201.138,-117.657,995.491,175.345,123.386,981.37,422.198,-48.4146,1002.15,367.825,165.737,1001.5,230.973,-172.244,698.355,251.715,-158.469,577.832,275.806,-181.643,447.298,340.365,-164.752,81.2052,413.368,-92.6648,73.8966,170.703,-197.051,45.9695,221.066,207.471,833.315,245.907,215.563,562.371,275.943,240.217,276.935,334.175,238.907,77.7088,396.427,165.01,82.7866,161.291,274.876,45.9352
102,0,201.444,-117.582,995.455,175.606,123.482,981.413,422.609,-48.4222,1002.15,368.136,165.823,1001.44,231.139,-172.191,698.264,251.827,-158.397,577.7,275.906,-181.598,447.252,340.422,-164.69,81.1063,413.383,-92.6553,73.7943,170.78,-197.011,45.9731,,,,246.163,215.589,562.251,276.171,240.19,276.778,334.339,238.89,77.6364,396.442,165.033,82.4945,161.306,274.804,45.9423
103,0,201.715,-117.525,995.415,175.806,123.583,981.448,422.841,-48.2652,1002.05,368.319,165.853,1001.45,231.405,-172.148,698.245,252.024,-158.369,577.732,275.972,-181.581,447.218,340.496,-164.757,81.0534,413.49,-92.7168,73.7614,170.805,-197.051,45.9381,,,,246.308,215.672,562.221,276.342,240.211,276.764,334.423,238.886,77.6211,396.754,165.133,82.3715,161.379,274.804,45.949
104,0,201.954,-117.433,995.423,176.085,123.677,981.504,423.059,-48.1764,1001.97,368.607,165.953,1001.44,231.584,-172.072,698.314,252.088,-158.268,577.748,275.99,-181.526,447.202,340.498,-164.728,81.0057,413.568,-92.7274,73.7649,170.863,-197.037,45.9535,221.572,207.769,833.52,247.05,215.941,561.522,276.415,240.212,276.754,334.524,238.903,77.6314,396.808,165.146,82.3589,161.422,274.777,45.9206
105,0,202.152,-117.318,995.371,176.307,123.735,981.467,423.295,-48.0426,1001.84,368.863,166.093,1001.4,231.761,-171.962,698.369,252.153,-158.149,577.72,275.976,-181.441,447.173,340.546,-164.709,81.045,413.563,-92.6902,73.7393,170.881,-197.057,45.9267,219.361,208.661,834.948,247.15,216.015,561.462,276.409,240.244,276.698,334.467,238.881,77.5709,396.921,165.184,82.3408,161.427,274.794,45.8721
106,0,202.352,-117.21,995.345,176.49,123.84,981.558,423.436,-47.9328,1001.7,369.056,166.213,1001.34,231.898,-171.849,698.426,252.28,-158.076,577.719,276.039,-181.417,447.115,340.601,-164.725,81.0686,413.55,-92.7116,73.6296,170.889,-197.036,45.9511,,,,247.155,216.054,561.358,276.375,240.255,276.65,334.448,238.889,77.5207,396.706,165.128,82.3213,161.403,274.8,45.9155
107,0,202.528,-117.108,995.298,176.668,123.956,981.605,423.507,-47.8501,1001.58,369.376,166.334,1001.25,232.03,-171.746,698.462,252.376,-158.039,577.707,276.08,-181.364,447.105,340.549,-164.765,80.9253,413.529,-92.6849,73.6225,170.876,-197.058,45.9591,221.991,208.013,833.389,247.171,216.147,561.359,276.286,240.308,276.637,334.354,238.888,77.4828,396.473,165.084,82.2751,161.414,274.827,45.8902
108,0,202.646,-116.987,995.257,176.761,124.13,981.657,423.561,-47.7732,1001.55,369.544,166.471,1001.23,232.2,-171.564,698.455,252.491,-157.938,577.736,276.052,-181.329,447.134,340.482,-164.72,80.9801,413.578,-92.7439,73.5413,170.821,-197.021,46.0712,,,,247.196,216.216,561.255,276.213,240.4,276.577,334.268,238.879,77.4834,396.52,165.015,82.3842,161.349,274.858,45.8721
109,0,202.759,-116.874,995.242,176.981,124.286,981.707,423.506,-47.6694,1001.49,369.708,166.622,1001.28,232.387,-171.399,698.551,252.507,-157.79,577.735,276.039,-181.275,447.16,340.47,-164.759,81.0017,413.484,-92.6998,73.4979,170.84,-197.047,46.1966,222.218,208.294,833.418,247.307,216.329,561.186,276.179,240.456,276.672,334.186,238.9,77.5391,396.472,164.983,82.5524,161.298,274.841,45.9228
110,0,202.848,-116.736,995.205,177.218,124.407,981.683,423.491,-47.6026,1001.49,369.846,166.708,1001.36,232.446,-171.264,698.546,252.489,-157.645,577.777,275.935,-181.239,447.172,340.489,-164.825,81.1218,413.543,-92.7522,73.3896,170.836,-197.049,46.4371,,,,247.337,216.457,561.306,276.118,240.503,276.807,334.22,238.925,77.7183,396.294,165.008,82.5765,161.23,274.867,46.04
111,0,202.933,-116.616,995.17,177.305,124.572,981.805,423.564,-47.5501,1001.46,369.981,166.769,1001.36,232.498,-171.059,698.551,252.456,-157.547,577.777,275.767,-181.2,447.026,340.494,-164.861,81.0527,413.601,-92.7724,73.2943,170.883,-197.038,46.7185,222.464,208.585,833.545,246.45,216.457,562.421,276.097,240.567,276.812,334.189,238.925,77.7618,396.367,164.971,82.7026,161.238,274.894,46.0681
