Joints
100
,,Welding_hxy0727:L_Femur_L_Tibia,Welding_hxy0727:L_Foot_L_Toe,Welding_hxy0727:L_Tibia_L_Foot,,,Welding_hxy0727:R_Femur_R_Tibia,Welding_hxy0727:R_Foot_R_Toe,Welding_hxy0727:R_Tibia_R_Foot,,,Welding_hxy0727:Root_L_Femur,,,Welding_hxy0727:Root_R_Femur,,,Welding_hxy0727:World_Root,,,,,,
Frame,Sub Frame,R,,RX,RY,RZ,R,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
74,0,-9.11833,,-10.8312,-7.20607,-48.8126,5.89375,,-26.8979,22.3803,60.3221,-1.93502,2.09252,7.89674,-8.82934,-33.0653,-9.58809,117.594,77.9025,-117.907,-0.567031,873.837,-64.9604
75,0,-9.10309,,-10.8321,-7.21001,-48.8147,5.89244,,-26.9033,22.3855,60.3229,-1.94546,2.0954,7.90227,-8.83194,-33.0777,-9.58638,117.596,77.8992,-117.913,-0.571212,873.884,-64.9627
76,0,-9.0957,,-10.8247,-7.22335,-48.8135,5.90559,,-26.9032,22.3925,60.3248,-1.95636,2.1019,7.89907,-8.84435,-33.0859,-9.5934,117.615,77.892,-117.93,-0.559622,873.91,-64.9315
77,0,-9.11172,,-10.8266,-7.2251,-48.8173,5.90022,,-26.9097,22.3997,60.3256,-1.9529,2.10467,7.89541,-8.85352,-33.094,-9.59777,117.575,77.8897,-117.886,-0.544108,873.93,-64.9263
78,0,-9.11299,,-10.8351,-7.22043,-48.8235,5.91467,,-26.9149,22.408,60.327,-1.95035,2.10537,7.89675,-8.85957,-33.1005,-9.60332,117.598,77.888,-117.909,-0.516056,873.913,-64.9511
79,0,-9.10766,,-10.8382,-7.22345,-48.8294,5.92432,,-26.9202,22.4125,60.3254,-1.94214,2.10426,7.89381,-8.85589,-33.1096,-9.60837,117.627,77.8944,-117.933,-0.467526,873.91,-64.9412
80,0,-9.11436,,-10.8432,-7.22293,-48.8354,5.92862,,-26.9245,22.4186,60.3251,-1.93775,2.10413,7.89232,-8.8601,-33.1173,-9.6152,117.638,77.8937,-117.945,-0.427177,873.886,-64.9534
81,0,-9.08952,,-10.8397,-7.2351,-48.8366,5.94537,,-26.9256,22.4237,60.3246,-1.94982,2.10749,7.88743,-8.87017,-33.1251,-9.62644,117.66,77.8955,-117.962,-0.412976,873.879,-64.9232
82,0,-9.08083,,-10.8376,-7.24259,-48.8351,5.94663,,-26.9322,22.4299,60.3263,-1.95961,2.10289,7.90954,-8.86413,-33.1404,-9.60717,117.676,77.8897,-117.998,-0.428282,873.872,-64.9083
83,0,-9.0933,,-10.8422,-7.244,-48.8389,5.95909,,-26.9319,22.4357,60.3276,-1.95856,2.10552,7.90516,-8.87374,-33.1499,-9.61207,117.724,77.8788,-118.044,-0.434734,873.849,-64.9107
84,0,-9.09869,,-10.8475,-7.24276,-48.8456,5.93775,,-26.9449,22.4391,60.3253,-1.94625,2.09882,7.91266,-8.85174,-33.1647,-9.59658,117.734,77.8835,-118.057,-0.417266,873.821,-64.867
