Time (us),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),GyroX (rad/s),GyroY (rad/s),GyroZ (rad/s),Temp (C)
8058962.0000,0.0125,0.0018,9.8569,0.0009,-0.0048,0.0000,22.6500
8081962.0000,0.0225,-0.0282,9.8369,0.0009,-0.0048,0.0000,22.7400
8104962.0000,-0.0075,0.0018,9.8369,0.0009,0.0052,0.0000,22.7400
8127962.0000,0.0025,0.0218,9.7869,-0.0091,0.0052,0.0000,22.6900
8150962.0000,0.0125,0.0318,9.7769,0.0009,-0.0048,0.0000,22.6900
8173962.0000,0.0125,-0.0082,9.8169,0.0009,0.0052,0.0000,22.6900
8196962.0000,-0.0675,0.0118,9.8269,0.0009,0.0052,0.0000,22.6900
8219962.0000,-0.0575,-0.0382,9.8369,-0.0091,0.0052,0.0000,22.7400
8242962.0000,0.0025,-0.0282,9.7569,0.0009,0.0052,0.0000,22.6500
8265962.0000,0.0025,0.0318,9.7669,0.0009,0.0052,0.0000,22.6500
8288962.0000,-0.0075,-0.0282,9.8969,0.0009,-0.0048,0.0000,22.7400
8311962.0000,0.0425,-0.0182,9.7469,0.0009,0.0052,0.0000,22.7900
8334962.0000,0.0225,-0.0082,9.7769,0.0009,-0.0048,0.0000,22.7900
8357962.0000,0.0025,-0.0382,9.7869,0.0009,-0.0048,0.0000,22.6900
8380962.0000,-0.0375,0.0418,9.7869,0.0009,0.0052,0.0000,22.6900
8403962.0000,-0.0375,0.0218,9.8169,0.0009,0.0052,0.0000,22.6900
8426962.0000,-0.0375,-0.0282,9.7869,0.0009,0.0052,0.0000,22.6900
8449962.0000,0.0525,-0.0082,9.7569,-0.0091,-0.0048,0.0000,22.7400
8472962.0000,0.0025,-0.0282,9.7169,0.0009,-0.0048,0.0000,22.7400
8495962.0000,-0.0175,-0.0182,9.7369,0.0009,0.0052,0.0000,22.6900
8518962.0000,-0.0475,-0.0282,9.7869,0.0009,0.0052,0.0000,22.6000
8541962.0000,0.0025,-0.0082,9.8669,0.0009,-0.0048,0.0000,22.7900
8564962.0000,-0.0175,0.0418,9.7369,0.0009,-0.0048,0.0000,22.7900
8587962.0000,-0.0375,-0.0082,9.7869,0.0009,0.0052,0.0000,22.7400
