Time (us),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),GyroX (rad/s),GyroY (rad/s),GyroZ (rad/s),Temp (C)
5298953.0000,-0.0577,-0.0231,9.8219,0.0010,-0.0060,-0.0000,24.8100
5321953.0000,-0.0477,-0.0231,9.8019,0.0010,0.0040,-0.0000,24.8100
5344953.0000,0.0123,-0.0431,9.8919,0.0010,0.0040,-0.0000,24.8600
5367953.0000,0.0623,-0.0131,9.7719,0.0010,-0.0060,-0.0000,24.8600
5390953.0000,0.0723,0.0169,9.9519,0.0010,0.0040,-0.0000,24.8600
5413953.0000,0.0323,0.0169,9.8919,0.0010,0.0040,-0.0000,24.9500
5436953.0000,0.0223,-0.0031,9.8719,0.0010,-0.0060,-0.0000,24.8100
5459953.0000,0.0523,0.0169,9.7019,0.0010,0.0040,-0.0000,24.8100
5482953.0000,0.0323,0.0469,9.8619,0.0010,0.0040,-0.0000,24.8100
5505953.0000,-0.0177,0.0269,9.8019,0.0010,0.0040,-0.0000,24.9100
5528953.0000,0.0323,-0.0331,9.8319,0.0010,0.0040,-0.0000,24.8600
5551953.0000,0.0323,-0.0031,9.8019,-0.0090,-0.0060,-0.0000,24.8600
5574953.0000,-0.0377,-0.0231,9.7819,0.0010,-0.0060,-0.0000,24.8600
5597953.0000,0.0023,-0.0231,9.7819,0.0010,-0.0060,-0.0000,24.9500
5620953.0000,0.0523,-0.0131,9.8119,0.0010,-0.0060,-0.0000,24.8600
5643953.0000,0.0323,-0.0031,9.7519,0.0010,0.0040,-0.0000,24.8600
5666953.0000,0.0423,-0.0231,9.8919,0.0010,0.0040,-0.0000,24.9100
5689953.0000,0.0123,-0.0031,9.7819,0.0010,0.0040,-0.0000,24.8100
5712953.0000,0.0423,-0.0031,9.8119,0.0010,0.0040,-0.0000,24.9100
5735953.0000,0.0023,0.0469,9.7719,0.0010,-0.0060,-0.0000,24.8600
5758953.0000,-0.0177,0.0069,9.9019,0.0010,-0.0060,-0.0000,24.7700
5781953.0000,-0.0277,-0.0031,9.8319,0.0010,0.0040,-0.0000,24.8600
5804953.0000,-0.0077,-0.0231,9.8219,-0.0090,0.0040,-0.0000,24.9500
5827953.0000,-0.0277,-0.0631,9.8319,0.0010,-0.0060,-0.0000,24.9100
5850953.0000,-0.0077,-0.0331,9.9419,0.0010,0.0040,-0.0000,24.9100
5873953.0000,0.0323,-0.0331,9.8419,0.0010,0.0040,-0.0000,24.8100
5896953.0000,-0.0177,-0.0031,9.7619,0.0010,-0.0060,-0.0000,24.8100
5919953.0000,0.0123,-0.0231,9.7419,-0.0090,-0.0060,-0.0000,24.8600
5942953.0000,-0.0077,-0.0631,9.8819,0.0010,-0.0060,-0.0000,24.8600
5965953.0000,0.0223,0.0669,9.8819,0.0010,0.0040,-0.0000,24.8600
5988953.0000,-0.0277,-0.0031,9.7919,0.0010,0.0040,-0.0000,24.8600
6011953.0000,-0.0077,-0.0231,9.7719,0.0010,0.0040,-0.0000,24.9100
6034953.0000,0.0223,0.0169,9.7919,0.0010,0.0040,-0.0000,24.9100
6057953.0000,-0.0677,-0.0531,9.8219,0.0010,0.0040,-0.0000,24.9100
6080953.0000,0.0023,-0.0331,9.8419,-0.0090,-0.0060,-0.0000,24.8100
6103953.0000,-0.0577,0.0369,9.7919,0.0010,0.0040,-0.0000,24.9500
6126953.0000,0.0123,0.0069,9.8519,0.0010,-0.0060,-0.0000,24.7700
6149953.0000,-0.0277,0.0169,9.8819,0.0010,-0.0060,-0.0000,24.8600
6172953.0000,0.0023,0.0869,9.7719,0.0010,0.0040,-0.0000,24.8600
6195953.0000,0.0223,-0.0231,9.7219,0.0010,0.0040,-0.0000,24.9100
6218953.0000,0.0123,0.0169,9.7619,0.0010,-0.0060,-0.0000,24.9100
6241953.0000,-0.0377,0.0069,9.8519,0.0010,-0.0060,-0.0000,25.0000
6264953.0000,0.0023,0.0369,9.7519,0.0010,-0.0060,-0.0000,24.8100
6287953.0000,0.0323,-0.0331,9.8119,0.0010,0.0040,-0.0000,24.9100
6310953.0000,-0.0277,-0.0231,9.8219,-0.0090,-0.0060,-0.0000,24.8600
6333953.0000,-0.0377,0.0369,9.7419,-0.0090,-0.0060,-0.0000,24.8600
6356953.0000,0.0223,0.0469,9.9119,-0.0090,0.0040,-0.0000,24.9500
6379953.0000,0.0123,0.0069,9.9419,0.0010,-0.0060,-0.0000,24.9500
6402953.0000,-0.0377,0.0469,9.8119,-0.0090,-0.0060,-0.0000,24.7700
6425953.0000,0.0223,0.0069,9.8319,0.0010,-0.0060,-0.0000,24.7200
